Dates,Pollster,Sample,Influence,Approve,Disapprove,Net,Sample Size,Sample Type,End Date,Grade,Predictive Plus-Minus,Mean-reverted bias,Number of polls,cat,Bias,Adj_Approve,Adj_Disapprove,Adj_Net,Sample Priority,Grade Priority,Simple Grade,Recency,Recency Weight,Sample N Weight Raw,Sample N Weight,Combined Weight,Color
"5/1 - 5/7, 2025@@23868",Rasmussen Reports,"1,500 LV@@1500",0.0,50.0,48.0,2.0,1500.0,LV,2025-05-07,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,50.675,47.325,3.3499999999999943,3.0,1.0,B,114,0.008695652173913044,38.72983346207417,0.5819882848043362,1.0485910661865954,green
"4/30 - 5/6, 2025@@23867",Rasmussen Reports,"1,500 LV@@1500",0.0,50.0,48.0,2.0,1500.0,LV,2025-05-06,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,50.675,47.325,3.3499999999999943,3.0,1.0,B,115,0.008620689655172414,38.72983346207417,0.5819882848043362,1.048582340725054,green
"5/1 - 5/6, 2025@@23867",Verasight,"1,000 A@@1000",0.0,40.0,56.0,-16.0,1000.0,A,2025-05-06,,,,,,0.0,40.0,56.0,-16.0,1.0,1.0,,115,0.008620689655172414,31.622776601683793,0.5390493969768073,0.4321689130934748,red
"4/29 - 5/5, 2025@@23866",Rasmussen Reports,"1,500 LV@@1500",0.0,51.0,51.0,0.0,1500.0,LV,2025-05-05,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,51.675,50.325,1.3499999999999943,3.0,1.0,B,116,0.008547008547008548,38.72983346207417,0.5819882848043362,1.0485737644167015,green
"5/1 - 5/5, 2025@@23866",APNORC,"1,175 LV@@1175",0.0,41.0,57.0,-16.0,1175.0,LV,2025-05-05,,,,,,0.0,41.0,57.0,-16.0,3.0,1.0,,116,0.008547008547008548,34.27827300200522,0.5550931777287662,1.000116597138666,red
"5/2 - 5/5, 2025@@23866",YouGov,"1,850 A@@1850",0.0,42.0,52.0,-10.0,1850.0,A,2025-05-05,B@@6,0.047635015,D+1.09@@1.0927403,519.0,D+,1.09,41.455,52.545,-11.090000000000003,1.0,1.0,B,116,0.008547008547008548,43.01162633521314,0.6078577026930694,0.48732523515051207,red
"4/30 - 5/4, 2025@@23865",Rasmussen Reports,"1,067 LV@@1067",0.0,48.0,50.0,-2.0,1067.0,LV,2025-05-04,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,48.675,49.325,-0.6500000000000057,3.0,1.0,B,117,0.00847457627118644,32.66496594212215,0.5453460190614758,0.9825471495972015,red
"5/2 - 5/4, 2025@@23865",Morning Consult,"2,263 RV@@2263",0.0,46.0,52.0,-6.0,2263.0,RV,2025-05-04,B-@@7,0.58499432,D+3.37@@3.3696144,114.0,D+,3.37,44.315,53.685,-9.370000000000005,2.0,1.0,B-,117,0.00847457627118644,47.57099956906519,0.6354041849708905,0.827102396707871,red
"4/28 - 5/3, 2025@@23864",High Point University,"1,000 A@@1000",0.0,41.0,50.0,-9.0,1000.0,A,2025-05-03,B/C@@8,0.41167998,±0.00@@0.0026956678,5.0,±,0.0,41.0,50.0,-9.0,1.0,1.0,B/C,118,0.008403361344537815,31.622776601683793,0.5390493969768073,0.43214548295451616,red
"4/25 - 5/2, 2025@@23863",YouGov,"2,220 A@@2220",0.0,42.0,52.0,-10.0,2220.0,A,2025-05-02,B@@6,0.047635015,D+1.09@@1.0927403,519.0,D+,1.09,41.455,52.545,-11.090000000000003,1.0,1.0,B,119,0.008333333333333333,47.11687595755899,0.6326604946927145,0.5071828299119928,red
"4/28 - 5/2, 2025@@23863",Rasmussen Reports,"1,500 LV@@1500",0.0,50.0,48.0,2.0,1500.0,LV,2025-05-02,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,50.675,47.325,3.3499999999999943,3.0,1.0,B,119,0.008333333333333333,38.72983346207417,0.5819882848043362,1.0485488931224791,green
"4/30 - 5/2, 2025@@23863",TIPP Insights,"1,400 A@@1400",0.0,42.0,47.0,-5.0,1400.0,A,2025-05-02,A-@@3,-0.57137179,R+0.07@@-0.070992939,51.0,R+,-0.07,42.035,46.965,-4.930000000000007,1.0,1.0,A-,119,0.008333333333333333,37.416573867739416,0.5740539306100082,0.4601999010390233,red
"4/30 - 5/1, 2025@@23862",Trafalgar Group/Insider Advantage,"1,200 LV@@1200",0.0,45.8,43.8,2.0,1200.0,LV,2025-05-01,,,,,,0.0,45.8,43.8,2.0,3.0,1.0,,120,0.008264462809917356,34.64101615137755,0.5572847723236978,1.0040337220377364,green
"4/23 - 5/1, 2025@@23862",RMG Research,"3,000 RV@@3000",0.0,49.0,48.0,1.0,3000.0,RV,2025-05-01,B@@6,0.27802283,D+3.25@@3.2477651,28.0,D+,3.25,47.375,49.625,-2.25,2.0,1.0,B,120,0.008264462809917356,54.772255750516614,0.6789121992539866,0.8837080279545694,green
"4/25 - 5/1, 2025@@23862",Rasmussen Reports,"1,500 LV@@1500",0.0,50.0,49.0,1.0,1500.0,LV,2025-05-01,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,50.675,48.325,2.3499999999999943,3.0,1.0,B,120,0.008264462809917356,38.72983346207417,0.5819882848043362,1.0485408767549198,green
"4/9 - 4/30, 2025@@23861",Lord Ashcroft Polls,"10,000 A@@10000",0.0,45.0,53.0,-8.0,10000.0,A,2025-04-30,,,,,,0.0,45.0,53.0,-8.0,1.0,1.0,,121,0.00819672131147541,100.0,0.9521658224020161,0.7632935854993211,red
"4/24 - 4/30, 2025@@23861",Rasmussen Reports,"1,500 LV@@1500",0.0,50.0,49.0,1.0,1500.0,LV,2025-04-30,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,50.675,48.325,2.3499999999999943,3.0,1.0,B,121,0.00819672131147541,38.72983346207417,0.5819882848043362,1.048532991803222,green
"4/23 - 4/29, 2025@@23860",Rasmussen Reports,"1,500 LV@@1500",0.0,48.0,50.0,-2.0,1500.0,LV,2025-04-29,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,48.675,49.325,-0.6500000000000057,3.0,1.0,B,122,0.008130081300813009,38.72983346207417,0.5819882848043362,1.0485252350621213,red
"4/23 - 4/28, 2025@@23859",JL Partners,"1,006 RV@@1006",0.0,41.0,50.0,-9.0,1006.0,RV,2025-04-28,B/C@@8,0.19791092,D+0.39@@0.39106345,10.0,D+,0.39,40.805,50.195,-9.39,2.0,1.0,B/C,123,0.008064516129032258,31.71750305430741,0.5396217082166644,0.7023785782755617,red
"4/25 - 4/28, 2025@@23859",Emerson College,"1,000 RV@@1000",0.0,44.7,45.3,-0.5999985,1000.0,RV,2025-04-28,A-@@3,-0.56915331,D+0.65@@0.64701432,317.0,D+,0.65,44.375,45.625,-1.25,2.0,1.0,A-,123,0.008064516129032258,31.622776601683793,0.5390493969768073,0.7016336505811025,red
"4/25 - 4/28, 2025@@23859",YouGov,"1,785 A@@1785",0.0,42.0,52.0,-10.0,1785.0,A,2025-04-28,B@@6,0.047635015,D+1.09@@1.0927403,519.0,D+,1.09,41.455,52.545,-11.090000000000003,1.0,1.0,B,123,0.008064516129032258,42.24926034855522,0.6032516965462675,0.4835743438443467,red
"4/24 - 4/28, 2025@@23859",Global Strategy Group/GBAO Navigator Research,"1,000 RV@@1000",0.0,44.0,54.0,-10.0,1000.0,RV,2025-04-28,B/C@@8,0.80498767,D+0.82@@0.82390642,4.0,D+,0.82,43.59,54.41,-10.819999999999993,2.0,1.0,B/C,123,0.008064516129032258,31.622776601683793,0.5390493969768073,0.7016336505811025,red
"4/22 - 4/28, 2025@@23859",Rasmussen Reports,"1,500 LV@@1500",0.0,47.0,51.0,-4.0,1500.0,LV,2025-04-28,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,47.675,50.325,-2.6500000000000057,3.0,1.0,B,123,0.008064516129032258,38.72983346207417,0.5819882848043362,1.0485176034297476,red
"4/25 - 4/28, 2025@@23859",YouGov,"1,597 A@@1597",0.0,42.0,53.0,-11.0,1597.0,A,2025-04-28,B@@6,0.047635015,D+1.09@@1.0927403,519.0,D+,1.09,41.455,53.545,-12.090000000000003,1.0,1.0,B,123,0.008064516129032258,39.96248240537617,0.5894356115595437,0.47249919184692457,red
"4/25 - 4/27, 2025@@23858",Morning Consult,"2,224 RV@@2224",0.0,45.0,53.0,-8.0,2224.0,RV,2025-04-27,B-@@7,0.58499432,D+3.37@@3.3696144,114.0,D+,3.37,43.315,54.685,-11.370000000000005,2.0,1.0,B-,124,0.008,47.15930449020638,0.6329168362472877,0.8238045540594697,red
"4/25 - 4/27, 2025@@23858",Ipsos,"1,029 A@@1029",0.0,42.0,53.0,-11.0,1029.0,A,2025-04-27,B-@@7,0.44289753,D+1.89@@1.8925899,116.0,D+,1.89,41.055,53.945,-12.89,1.0,1.0,B-,124,0.008,32.07802986469088,0.5417999122994475,0.43430680969923713,red
"4/23 - 4/27, 2025@@23858",NewsNation,"1,448 RV@@1448",0.0,44.0,56.0,-12.0,1448.0,RV,2025-04-27,B/C@@8,0.61445946,D+0.07@@0.066478223,1.0,D+,0.07,43.965,56.035,-12.069999999999993,2.0,1.0,B/C,124,0.008,38.05259518088089,0.5778965969003408,0.7521902105254836,red
"4/21 - 4/25, 2025@@23856",Rasmussen Reports,"1,500 LV@@1500",0.0,47.0,52.0,-5.0,1500.0,LV,2025-04-25,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,47.675,51.325,-3.6500000000000057,3.0,1.0,B,126,0.007874015748031496,38.72983346207417,0.5819882848043362,1.048495429631749,red
"4/23 - 4/25, 2025@@23856",YouGov,"2,365 A@@2365",0.0,45.0,55.0,-10.0,2365.0,A,2025-04-25,B@@6,0.047635015,D+1.09@@1.0927403,519.0,D+,1.09,44.455,55.545,-11.090000000000003,1.0,1.0,B,126,0.007874015748031496,48.63126566315131,0.6418100218419909,0.5144587419174385,red
"4/18 - 4/24, 2025@@23855",Rasmussen Reports,"1,500 LV@@1500",0.0,47.0,51.0,-4.0,1500.0,LV,2025-04-24,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,47.675,50.325,-2.6500000000000057,3.0,1.0,B,127,0.0078125,38.72983346207417,0.5819882848043362,1.048488269342812,red
"4/18 - 4/24, 2025@@23855",The Bullfinch Group,"1,200 A@@1200",0.0,46.0,51.0,-5.0,1200.0,A,2025-04-24,,,,,,0.0,46.0,51.0,-5.0,1.0,1.0,,127,0.0078125,34.64101615137755,0.5572847723236978,0.44669857531571405,red
"4/16 - 4/24, 2025@@23855",RMG Research,"3,000 RV@@3000",0.0,49.0,48.0,1.0,3000.0,RV,2025-04-24,B@@6,0.27802283,D+3.25@@3.2477651,28.0,D+,3.25,47.375,49.625,-2.25,2.0,1.0,B,127,0.0078125,54.772255750516614,0.6789121992539866,0.8836466593415169,green
"4/21 - 4/24, 2025@@23855",The New York Times/Siena College,913 RV@@913,0.0,42.0,54.0,-12.0,913.0,RV,2025-04-24,A@@2,-0.76394707,D+1.41@@1.4121077,116.0,D+,1.41,41.295,54.705,-13.409999999999997,2.0,1.0,A,127,0.0078125,30.215889859476256,0.5305493732403477,0.69054316860814,red
"4/17 - 4/24, 2025@@23855",SSRS,"1,678 A@@1678",0.0,41.0,59.0,-18.0,1678.0,A,2025-04-24,C@@10,0.96683478,D+2.78@@2.7767856,47.0,D+,2.78,39.61,60.39,-20.78,1.0,1.0,C,127,0.0078125,40.963398296528084,0.5954828707864246,0.4773167386147435,red
"4/21 - 4/23, 2025@@23854",Marist College,"1,439 A@@1439",0.0,42.0,53.0,-11.0,1439.0,A,2025-04-23,A-@@3,-0.43661025,D+0.52@@0.52121603,213.0,D+,0.52,41.74,53.26,-11.519999999999996,1.0,1.0,A-,128,0.007751937984496124,37.93415347678132,0.5771810046170178,0.4626396579643383,red
"4/17 - 4/23, 2025@@23854",Rasmussen Reports,"1,500 LV@@1500",0.0,49.0,49.0,0.0,1500.0,LV,2025-04-23,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,49.675,48.325,1.3499999999999943,3.0,1.0,B,128,0.007751937984496124,38.72983346207417,0.5819882848043362,1.0484812200661064,green
"4/22 - 4/23, 2025@@23854",John Zogby Strategies,"1,000 V@@1000",0.0,48.0,50.0,-2.0,1000.0,,2025-04-23,B/C@@8,0.53317785,D+0.39@@0.38675937,4.0,D+,0.39,47.805,50.195,-2.3900000000000006,1.0,1.0,B/C,128,0.007751937984496124,31.622776601683793,0.5390493969768073,0.4320752530806347,red
"4/21 - 4/23, 2025@@23854",YouGov,"1,296 A@@1296",0.0,42.0,53.0,-11.0,1296.0,A,2025-04-23,B@@6,0.047635015,D+1.09@@1.0927403,519.0,D+,1.09,41.455,53.545,-12.090000000000003,1.0,1.0,B,128,0.007751937984496124,36.0,0.565495379918614,0.45327304095802085,red
"4/16 - 4/22, 2025@@23853",Rasmussen Reports,"1,500 LV@@1500",0.0,50.0,48.0,2.0,1500.0,LV,2025-04-22,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,50.675,47.325,3.3499999999999943,3.0,1.0,B,129,0.007692307692307693,38.72983346207417,0.5819882848043362,1.0484742792398118,green
"4/18 - 4/22, 2025@@23853",Ipsos,"2,464 A@@2464",0.0,39.0,55.0,-16.0,2464.0,A,2025-04-22,B-@@7,0.44289753,D+1.89@@1.8925899,116.0,D+,1.89,38.055,55.945,-17.89,1.0,1.0,B-,129,0.007692307692307693,49.63869458396343,0.647896631007319,0.5193140688535588,red
"4/19 - 4/22, 2025@@23853",YouGov,"1,625 A@@1625",0.0,41.0,54.0,-13.0,1625.0,A,2025-04-22,B@@6,0.047635015,D+1.09@@1.0927403,519.0,D+,1.09,40.455,54.545,-14.090000000000003,1.0,1.0,B,129,0.007692307692307693,40.311288741492746,0.5915430037521564,0.47414446916134384,red
"4/17 - 4/21, 2025@@23852",APNORC,"1,260 A@@1260",0.0,39.0,59.0,-20.0,1260.0,A,2025-04-21,,,,,,0.0,39.0,59.0,-20.0,1.0,1.0,,130,0.007633587786259542,35.4964786985977,0.5624532423496602,0.45082130111995666,red
"4/18 - 4/21, 2025@@23852",Beacon Research/Shaw  Co Research,"1,104 RV@@1104",0.0,44.0,55.0,-11.0,1104.0,RV,2025-04-21,A@@2,-0.635562,D+1.46@@1.4624962,62.0,D+,1.46,43.27,55.73,-12.459999999999994,2.0,1.0,A,130,0.007633587786259542,33.2264954516723,0.5487386263103078,0.7141979830985304,red
"4/15 - 4/21, 2025@@23852",Rasmussen Reports,"1,500 LV@@1500",0.0,50.0,47.0,3.0,1500.0,LV,2025-04-21,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,50.675,46.325,4.349999999999994,3.0,1.0,B,130,0.007633587786259542,38.72983346207417,0.5819882848043362,1.0484674443803308,green
"4/16 - 4/21, 2025@@23852",Ipsos,"4,306 A@@4306",0.0,42.0,53.0,-11.0,4306.0,A,2025-04-21,B-@@7,0.44289753,D+1.89@@1.8925899,116.0,D+,1.89,41.055,53.945,-12.89,1.0,1.0,B-,130,0.007633587786259542,65.62011886609167,0.7444520122367801,0.5966981777470375,red
"4/11 - 4/20, 2025@@23851",SurveyMonkey,"19,682 A@@19682",0.0,45.0,55.0,-10.0,19682.0,A,2025-04-20,C@@10,1.0475748,D+4.63@@4.6289401,268.0,D+,4.63,42.685,57.315,-14.629999999999995,1.0,1.0,C,131,0.007575757575757576,140.29255147726127,1.1956023647222953,0.9582934105122639,red
"4/18 - 4/20, 2025@@23851",Morning Consult,"2,207 RV@@2207",0.0,46.0,52.0,-6.0,2207.0,RV,2025-04-20,B-@@7,0.58499432,D+3.37@@3.3696144,114.0,D+,3.37,44.315,53.685,-9.370000000000005,2.0,1.0,B-,131,0.007575757575757576,46.97871858618538,0.631825785756443,0.8223308332799766,red
"4/17 - 4/20, 2025@@23851",American Research Group,"1,100 A@@1100",0.0,43.0,53.0,-10.0,1100.0,A,2025-04-20,C+@@9,0.8181411,D+0.07@@0.069949053,280.0,D+,0.07,42.965,53.035,-10.069999999999993,1.0,1.0,C+,131,0.007575757575757576,33.166247903554,0.5483746271526603,0.43953057236932924,red
"4/16 - 4/19, 2025@@23850",McLaughlin  Associates,"2,000 RV@@2000",0.0,47.6,52.4,-4.800003,2000.0,RV,2025-04-19,C/D@@12,1.4121989,R+1.70@@-1.6967322,29.0,R+,-1.7,48.45,51.55,-3.0999999999999943,2.0,1.0,C/D,132,0.007518796992481203,44.721359549995796,0.6181874417350783,0.8045732794311434,red
"4/15 - 4/18, 2025@@23849",OH Predictive Insights,"2,527 RV@@2527",0.0,44.0,53.0,-9.0,2527.0,RV,2025-04-18,B+@@5,-0.22588472,D+0.55@@0.55064571,22.0,D+,0.55,43.725,53.275,-9.549999999999997,2.0,1.0,B+,133,0.007462686567164179,50.269274910227224,0.6517064243475963,0.8481910478076179,red
"4/14 - 4/18, 2025@@23849",Rasmussen Reports,"1,500 LV@@1500",0.0,52.0,46.0,6.0,1500.0,LV,2025-04-18,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,52.675,45.325,7.349999999999994,3.0,1.0,B,133,0.007462686567164179,38.72983346207417,0.5819882848043362,1.0484475518788565,green
"4/11 - 4/17, 2025@@23848",Rasmussen Reports,"1,500 LV@@1500",0.0,51.0,47.0,4.0,1500.0,LV,2025-04-17,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,51.675,46.325,5.349999999999994,3.0,1.0,B,134,0.007407407407407408,38.72983346207417,0.5819882848043362,1.048441117514182,green
"4/10 - 4/17, 2025@@23848",YouGov,"1,000 A@@1000",0.0,41.0,47.0,-6.0,1000.0,A,2025-04-17,B@@6,0.047635015,D+1.09@@1.0927403,519.0,D+,1.09,40.455,47.545,-7.090000000000003,1.0,1.0,B,134,0.007407407407407408,31.622776601683793,0.5390493969768073,0.4320381092806708,red
"4/10 - 4/16, 2025@@23847",Rasmussen Reports,"1,500 LV@@1500",0.0,50.0,48.0,2.0,1500.0,LV,2025-04-16,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,50.675,47.325,3.3499999999999943,3.0,1.0,B,135,0.007352941176470588,38.72983346207417,0.5819882848043362,1.0484347777725174,green
"4/9 - 4/16, 2025@@23847",RMG Research,"3,000 RV@@3000",0.0,48.0,51.0,-3.0,3000.0,RV,2025-04-16,B@@6,0.27802283,D+3.25@@3.2477651,28.0,D+,3.25,46.375,52.625,-6.25,2.0,1.0,B,135,0.007352941176470588,54.772255750516614,0.6789121992539866,0.8835842593232032,red
"4/9 - 4/15, 2025@@23846",Rasmussen Reports,"1,500 LV@@1500",0.0,50.0,48.0,2.0,1500.0,LV,2025-04-15,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,50.675,47.325,3.3499999999999943,3.0,1.0,B,136,0.0072992700729927005,38.72983346207417,0.5819882848043362,1.048428530581826,green
"4/13 - 4/15, 2025@@23846",YouGov,"1,512 A@@1512",0.0,42.0,52.0,-10.0,1512.0,A,2025-04-15,B@@6,0.047635015,D+1.09@@1.0927403,519.0,D+,1.09,41.455,52.545,-11.090000000000003,1.0,1.0,B,136,0.0072992700729927005,38.88444419044716,0.5829224004098466,0.467188901934315,red
"4/12 - 4/15, 2025@@23846",Civiqs,"1,124 RV@@1124",0.0,46.0,53.0,-7.0,1124.0,RV,2025-04-15,B@@6,0.15856202,D+2.83@@2.8278632,43.0,D+,2.83,44.585,54.415,-9.829999999999998,2.0,1.0,B,136,0.0072992700729927005,33.52610922848042,0.5505488105548784,0.7165171746126628,red
"4/9 - 4/14, 2025@@23845",Clarity Campaign Labs,"1,008 RV@@1008",0.0,46.0,49.0,-3.0,1008.0,RV,2025-04-14,B/C@@8,0.22870669,D+1.34@@1.3394767,15.0,D+,1.34,45.33,49.67,-4.340000000000003,2.0,1.0,B/C,137,0.007246376811594203,31.74901573277509,0.5398120991748978,0.7025380653029829,red
"4/10 - 4/14, 2025@@23845",JL Partners,"1,002 RV@@1002",0.0,48.0,42.0,6.0,1002.0,RV,2025-04-14,B/C@@8,0.19791092,D+0.39@@0.39106345,10.0,D+,0.39,47.805,42.195,5.609999999999999,2.0,1.0,B/C,137,0.007246376811594203,31.654383582688826,0.5392403576851008,0.701793972755392,green
"4/10 - 4/14, 2025@@23845",AtlasIntel,"2,347 A@@2347",0.0,46.1,52.4,-6.300003,2347.0,A,2025-04-14,A+@@1,-0.95774031,D+0.16@@0.16334188,91.0,D+,0.16,46.02,52.48,-6.459999999999994,1.0,1.0,A+,137,0.007246376811594203,48.4458460551573,0.6406897674378011,0.5134803498450784,red
"4/10 - 4/14, 2025@@23845",Echelon Insights,"1,014 LV@@1014",0.0,47.0,51.0,-4.0,1014.0,LV,2025-04-14,B+@@5,-0.21667188,R+0.11@@-0.10818018,18.0,R+,-0.11,47.055,50.945,-3.8900000000000006,3.0,1.0,B+,137,0.007246376811594203,31.843366656181317,0.5403821415702448,0.9734710173504554,red
"4/1 - 4/14, 2025@@23845",Gallup,"1,006 A@@1006",0.0,44.0,53.0,-9.0,1006.0,A,2025-04-14,B+@@5,-0.096810378,R+0.57@@-0.56518364,84.0,R+,-0.57,44.285,52.715,-8.430000000000007,1.0,1.0,B+,137,0.007246376811594203,31.71750305430741,0.5396217082166644,0.4324794270200224,red
"4/8 - 4/14, 2025@@23845",Rasmussen Reports,"1,500 LV@@1500",0.0,50.0,49.0,1.0,1500.0,LV,2025-04-14,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,50.675,48.325,2.3499999999999943,3.0,1.0,B,137,0.007246376811594203,38.72983346207417,0.5819882848043362,1.0484223739301302,green
"4/9 - 4/13, 2025@@23844",Hart Research Associates/Public Opinion Strategies,"1,000 A@@1000",0.0,44.0,51.0,-7.0,1000.0,A,2025-04-13,B+@@5,-0.2509338,D+0.85@@0.85034752,37.0,D+,0.85,43.575,51.425,-7.849999999999994,1.0,1.0,B+,138,0.007194244604316547,31.622776601683793,0.5390493969768073,0.432015128224578,red
"4/11 - 4/13, 2025@@23844",Morning Consult,"2,203 RV@@2203",0.0,45.0,52.0,-7.0,2203.0,RV,2025-04-13,B-@@7,0.58499432,D+3.37@@3.3696144,114.0,D+,3.37,43.315,53.685,-10.370000000000005,2.0,1.0,B-,138,0.007194244604316547,46.93612681080534,0.6315684579340625,0.8219477269084309,red
"4/7 - 4/13, 2025@@23844",Pew Research Center,"3,589 A@@3589",0.0,40.0,59.0,-19.0,3589.0,A,2025-04-13,B/C@@8,0.13222975,D+0.63@@0.63138616,25.0,D+,0.63,39.685,59.315,-19.629999999999995,1.0,1.0,B/C,138,0.007194244604316547,59.90826320300064,0.7099425472891436,0.5689755378993568,red
"4/10 - 4/12, 2025@@23843",RealClear Opinion Research,"1,000 RV@@1000",0.0,44.2,43.5,0.7000008,1000.0,RV,2025-04-12,,,,,,0.0,44.2,43.5,0.7000000000000028,2.0,1.0,,139,0.007142857142857143,31.622776601683793,0.5390493969768073,0.7015342866369592,green
"4/7 - 4/11, 2025@@23842",Rasmussen Reports,"1,500 LV@@1500",0.0,48.0,50.0,-2.0,1500.0,LV,2025-04-11,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,48.675,49.325,-0.6500000000000057,3.0,1.0,B,140,0.0070921985815602835,38.72983346207417,0.5819882848043362,1.0484044279454,red
"4/8 - 4/11, 2025@@23842",YouGov,"2,410 A@@2410",0.0,47.0,53.0,-6.0,2410.0,A,2025-04-11,B@@6,0.047635015,D+1.09@@1.0927403,519.0,D+,1.09,46.455,53.545,-7.090000000000003,1.0,1.0,B,140,0.0070921985815602835,49.09175083453431,0.6445921469197364,0.516588032637803,red
"4/4 - 4/10, 2025@@23841",Rasmussen Reports,"1,500 LV@@1500",0.0,48.0,50.0,-2.0,1500.0,LV,2025-04-10,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,48.675,49.325,-0.6500000000000057,3.0,1.0,B,141,0.007042253521126761,38.72983346207417,0.5819882848043362,1.0483986144573887,red
"4/8 - 4/10, 2025@@23841",The Winston Group,"1,000 RV@@1000",0.0,39.0,54.0,-15.0,1000.0,RV,2025-04-10,A/B@@4,-0.13629293,D+1.03@@1.0321692,11.0,D+,1.03,38.485,54.515,-16.03,2.0,1.0,A/B,141,0.007042253521126761,31.622776601683793,0.5390493969768073,0.7015234405726337,red
"4/2 - 4/10, 2025@@23841",RMG Research,"3,000 RV@@3000",0.0,49.0,48.0,1.0,3000.0,RV,2025-04-10,B@@6,0.27802283,D+3.25@@3.2477651,28.0,D+,3.25,47.375,49.625,-2.25,2.0,1.0,B,141,0.007042253521126761,54.772255750516614,0.6789121992539866,0.8835420733953291,green
"4/7 - 4/10, 2025@@23841",YouGov,"1,151 A@@1151",0.0,41.0,54.0,-13.0,1151.0,A,2025-04-10,B@@6,0.047635015,D+1.09@@1.0927403,519.0,D+,1.09,40.455,54.545,-14.090000000000003,1.0,1.0,B,141,0.007042253521126761,33.926390907374746,0.5529672026470045,0.4431525891635853,red
"4/9 - 4/10, 2025@@23841",Harris Insights  Analytics,"2,286 RV@@2286",0.0,48.0,46.0,2.0,2286.0,RV,2025-04-10,B@@6,0.16244708,R+1.05@@-1.0490152,193.0,R+,-1.05,48.525,45.475,3.049999999999997,2.0,1.0,B,141,0.007042253521126761,47.81213235152768,0.6368610430910784,0.8288163434030372,green
"4/4 - 4/9, 2025@@23840",University of Massachusetts Amherst,"1,000 A@@1000",0.0,44.0,51.0,-7.0,1000.0,A,2025-04-09,B/C@@8,0.53619975,R+0.12@@-0.11678057,11.0,R+,-0.12,44.06,50.94,-6.8799999999999955,1.0,1.0,B/C,142,0.006993006993006993,31.622776601683793,0.5390493969768073,0.4319934328219729,red
"4/7 - 4/9, 2025@@23840",TIPP Insights,"1,570 RV@@1570",0.0,43.0,50.0,-7.0,1570.0,RV,2025-04-09,A-@@3,-0.57137179,R+0.07@@-0.070992939,51.0,R+,-0.07,43.035,49.965,-6.930000000000007,2.0,1.0,A-,142,0.006993006993006993,39.6232255123179,0.5873859144821314,0.7644232075882843,red
"4/3 - 4/9, 2025@@23840",Rasmussen Reports,"1,500 LV@@1500",0.0,47.0,52.0,-5.0,1500.0,LV,2025-04-09,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,47.675,51.325,-3.6500000000000057,3.0,1.0,B,142,0.006993006993006993,38.72983346207417,0.5819882848043362,1.0483928822769022,red
"4/2 - 4/8, 2025@@23839",Rasmussen Reports,"1,500 LV@@1500",0.0,47.0,52.0,-5.0,1500.0,LV,2025-04-08,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,47.675,51.325,-3.6500000000000057,3.0,1.0,B,143,0.006944444444444444,38.72983346207417,0.5819882848043362,1.0483872297100334,red
"4/5 - 4/8, 2025@@23839",YouGov,"1,741 A@@1741",0.0,43.0,51.0,-8.0,1741.0,A,2025-04-08,B@@6,0.047635015,D+1.09@@1.0927403,519.0,D+,1.09,42.455,51.545,-9.090000000000003,1.0,1.0,B,143,0.006944444444444444,41.72529209005013,0.6000860240718391,0.4809022720686822,red
"4/1 - 4/7, 2025@@23838",Morning Consult,"32,875 A@@32875",0.0,47.8,45.96,1.84,32875.0,A,2025-04-07,B-@@7,0.58499432,D+3.37@@3.3696144,114.0,D+,3.37,46.114999999999995,47.645,-1.5300000000000082,1.0,1.0,B-,144,0.006896551724137931,181.31464364468746,1.4434465917531325,1.0525520901316683,green
